name,dateissue,Value
????,13941128,77888
????,13941127,77141.6
????,13941126,77377.5
????,13941125,76709.5
????,13941124,76594.2
????,13941121,77497.9
????,13941120,78199.1
????,13941119,75783.8
????,13941118,74569.4
????,13941117,74103.6
????,13941114,73684
????,13941113,73725.5
????,13941112,72912.8
????,13941111,71118.8
????,13941110,71393.9
????,13941107,71011
????,13941106,70999.5
????,13941105,68857.5
????,13941104,67740.1
????,13941103,66960.4
????,13941030,66562.5
????,13941029,66118.1
????,13941028,65119.5
????,13941027,65424.1
????,13941026,64860.9
????,13941023,63516.9
????,13941022,62841.2
????,13941021,62788.7
????,13941020,62461
????,13941019,62655
????,13941016,62632.8
????,13941015,62055.9
????,13941014,61728.1
????,13941013,61710.2
????,13941012,61700.1
????,13941009,61691
????,13941007,61469.3
????,13941006,61455.3
????,13941005,61436.9
????,13941002,61420.7
????,13941001,61414.2
????,13940930,61518.5
????,13940929,61501.5
????,13940928,61734
????,13940925,62147.3
????,13940924,62233.3
????,13940923,62216.3
????,13940922,62310.7
????,13940918,62409.8
????,13940917,62392.4
????,13940916,62374.8
????,13940915,62420.2
????,13940914,62577.1
????,13940910,62550
????,13940909,62647.7
????,13940908,62639.1
????,13940907,62635.4
????,13940904,62734.6
????,13940903,62720.9
????,13940902,62795.7
????,13940901,62923.9
????,13940830,62889
????,13940827,62871.3
????,13940826,63013.6
????,13940825,63108.6
????,13940824,63083.5
????,13940823,63070.6
????,13940820,63056.4
????,13940819,63044.3
????,13940818,63035.7
????,13940817,62999.2
????,13940816,63000.4
????,13940813,62927.4
????,13940812,62811.6
????,13940811,62855.7
????,13940810,62942.7
????,13940809,62948.6
????,13940806,62923.7
????,13940805,62923
????,13940804,62803.3
????,13940803,62792.8
????,13940729,63175
????,13940728,63142
????,13940727,63126.7
????,13940726,63071.4
????,13940725,62799.1
????,13940722,61973.3
????,13940721,61434.4
????,13940720,61296.6
????,13940719,61287.1
????,13940718,61396.9
????,13940715,61389.8
????,13940714,61209.8
????,13940713,61233.6
????,13940712,61163.7
????,13940711,61217.4
????,13940708,61498.3
????,13940707,61578.8
????,13940706,61568.9
????,13940705,61563
????,13940704,61530.9
????,13940701,61686
????,13940631,61576.8
????,13940630,61328
????,13940629,61553.2
????,13940628,62254.7
????,13940625,62264.5
????,13940624,62536.5
????,13940623,62993
????,13940622,62958.2
????,13940621,63482.5
????,13940618,63467.7
????,13940617,64511.7
????,13940616,64518.4
????,13940615,64506.6
????,13940614,64497
????,13940611,64276.2
????,13940610,64251
????,13940609,64225.8
????,13940608,64467.3
????,13940607,64451.3
????,13940604,64206.2
????,13940603,64197.3
????,13940602,64651.6
????,13940601,64881.4
????,13940531,65225
????,13940528,65218.3
????,13940527,65189.4
????,13940526,65302.5
????,13940525,65239.9
????,13940524,65314.3
????,13940521,65703.3
????,13940519,65903.1
????,13940518,65973.5
????,13940517,66000.9
????,13940514,66451
????,13940513,66445.7
????,13940512,66626.7
????,13940511,66530.5
????,13940510,66829.7
????,13940507,66780.7
????,13940506,66489.5
????,13940505,66441.4
????,13940504,66977.4
????,13940503,67036.3
????,13940431,67643.9
????,13940430,68050.7
????,13940429,68148.4
????,13940424,68827.7
????,13940423,69433.5
????,13940422,69194.5
????,13940421,67646.4
????,13940420,66817.8
????,13940416,66761.4
????,13940415,66019.9
????,13940414,65780.1
????,13940413,65860.8
????,13940410,64861.8
????,13940409,64922.6
????,13940408,64332.9
????,13940407,64301.4
????,13940406,64812.2
????,13940403,64857.6
????,13940402,64839.5
????,13940401,64276.5
????,13940331,63810.7
????,13940330,63836.2
????,13940327,63559.7
????,13940326,62558.9
????,13940325,62442
????,13940324,62653.3
????,13940323,62571.2
????,13940320,62322.2
????,13940319,62317.9
????,13940318,62952.3
????,13940317,63187.3
????,13940316,63297.6
????,13940312,63289.8
????,13940311,63227
????,13940310,63227.9
????,13940309,63419.9
????,13940306,63402.1
????,13940305,63419.1
????,13940304,63496.5
????,13940303,63363.8
????,13940302,63427.8
????,13940230,63703.1
????,13940229,63644.3
????,13940228,63522.8
????,13940227,63465.1
????,13940223,63531.4
????,13940222,63316
????,13940221,63069.8
????,13940220,62885.9
????,13940219,63530.2
????,13940216,64069.1
????,13940215,64168.1
????,13940214,64415.8
????,13940213,65088.3
????,13940209,65634.1
????,13940208,65508.2
????,13940207,65576.8
????,13940206,66208.9
????,13940205,66540.6
????,13940202,66569.2
????,13940201,66828.6
????,13940131,67016.7
????,13940130,67378.8
????,13940129,67374
????,13940126,68078.8
????,13940125,68465.3
????,13940124,68454.1
????,13940123,68783.9
????,13940122,70022.8
????,13940119,70684.7
????,13940119,70684.7
????,13940118,70159.9
????,13940117,70843.9
????,13940116,70261.7
????,13940115,67827
????,13940111,65728
????,13940110,65175.1
????,13940109,65099.9
????,13940108,63625.5
????,13940105,62885
????,13931227,62531.8
????,13931226,61532.9
????,13931225,65122.8
????,13931224,64980.6
????,13931223,64610.3
????,13931220,64070.7
????,13931219,63852.8
????,13931218,63846.7
????,13931217,63806.7
????,13931216,63911.1
????,13931213,64014.9
????,13931212,63996
????,13931211,63954.8
????,13931210,63860.1
????,13931209,63950.9
????,13931206,64051.7
????,13931205,64525.8
????,13931204,64678.4
????,13931203,64719.9
????,13931202,64867.1
????,13931129,64720
????,13931128,64811.2
????,13931127,64993.6
????,13931126,64926.8
????,13931125,64932.1
????,13931121,64840.9
????,13931120,64917.5
????,13931119,65366.3
????,13931118,65787.2
????,13931115,65771.6
????,13931114,65597.4
????,13931113,65555.9
????,13931112,65544.7
????,13931111,65542.8
????,13931108,65256.1
????,13931107,65127.7
????,13931106,65114.1
????,13931105,65105
????,13931104,65029.1
????,13931101,65028.9
????,13931030,65564.7
????,13931029,65835
????,13931028,66319.2
????,13931027,66273.3
????,13931024,65939.1
????,13931023,65929.1
????,13931022,66000.1
????,13931021,65512.8
????,13931020,66197.9
????,13931017,66902
????,13931016,67471
????,13931015,68232.1
????,13931014,68650.6
????,13931013,68829.9
????,13931010,68973.1
????,13931009,69254.5
????,13931008,69424
????,13931007,69625.5
????,13931006,69705
????,13931003,70153.5
????,13931001,70094.4
????,13930929,69537.5
????,13930926,69494.8
????,13930925,69608.6
????,13930924,69542.6
????,13930923,70291.6
????,13930919,71043
????,13930918,71381.7
????,13930917,71376.6
????,13930916,71170
????,13930915,71712
????,13930912,71860.2
????,13930911,72258.5
????,13930910,72120.7
????,13930909,72189.5
????,13930908,73245.1
????,13930905,74076.1
????,13930904,74740.9
????,13930903,75949
????,13930902,75389.6
????,13930901,75042.6
????,13930828,75248.4
????,13930827,75409.4
????,13930826,75965.9
????,13930825,75930.8
????,13930824,75946.5
????,13930821,76589.4
????,13930820,76708
????,13930819,76560.8
????,13930818,76553.4
????,13930817,76420.5
????,13930814,76166.6
????,13930811,75368.6
????,13930810,75028
????,13930807,74151.1
????,13930806,73967.8
????,13930805,73958.9
????,13930804,73940.8
????,13930803,74152
????,13930730,74132.8
????,13930729,74109.1
????,13930728,73550.4
????,13930727,72281
????,13930726,72016.5
????,13930723,71978.6
????,13930722,71893.1
????,13930720,71791.5
????,13930719,71771.7
????,13930716,71783.7
????,13930715,71718.9
????,13930714,71821.5
????,13930712,71670.1
????,13930709,71640.5
????,13930708,71664
????,13930707,71675.2
????,13930706,71643.7
????,13930705,71702.2
????,13930702,71788.1
????,13930701,71726.5
????,13930631,71685.8
????,13930630,71545.3
????,13930629,71445
????,13930626,71443.6
????,13930625,71408.3
????,13930624,71402.3
????,13930623,71386.7
????,13930622,71486
????,13930619,71925.4
????,13930618,71930.1
????,13930617,71815.2
????,13930616,71665.4
????,13930615,71822.4
????,13930612,72121.5
????,13930611,72232.4
????,13930610,72339.8
????,13930609,72778.4
????,13930608,72941.8
????,13930605,73312.2
????,13930604,73540.9
????,13930603,73499.9
????,13930602,73529.5
????,13930601,73868
????,13930529,73905.7
????,13930528,73902.6
????,13930527,73906.8
????,13930526,73952.6
????,13930525,74051
????,13930522,74363
????,13930521,74455.1
????,13930520,74547.5
????,13930519,74398.9
????,13930518,74398.6
????,13930515,74613.8
????,13930514,74697.5
????,13930513,74709.2
????,13930512,74637.4
????,13930511,74841
????,13930506,74997.6
????,13930505,74848
????,13930504,74840.3
????,13930501,74841.6
????,13930431,74526.1
????,13930430,73890.5
????,13930429,73750.2
????,13930425,73754.2
????,13930424,73457.9
????,13930423,73347.4
????,13930422,73226.2
????,13930421,73555.9
????,13930418,73416.4
????,13930417,73025
????,13930416,71916.6
????,13930415,71960.2
????,13930414,72162.2
????,13930411,70876.6
????,13930410,70423
????,13930409,70341.5
????,13930408,70970.3
????,13930407,71662
????,13930404,72249.9
????,13930403,72344.4
????,13930402,72544.9
????,13930401,72900.8
????,13930331,72969
????,13930328,72873.1
????,13930327,72638
????,13930326,72748.8
????,13930325,72631.8
????,13930324,73516
????,13930321,74499.1
????,13930320,74836.7
????,13930319,75240.5
????,13930318,75353.5
????,13930317,75329.5
????,13930313,75102.8
????,13930312,74735.9
????,13930311,74543.4
????,13930310,75687.1
????,13930307,76067.8
????,13930305,76212
????,13930304,76394.2
????,13930303,76703.9
????,13930231,76767.6
????,13930230,76634.4
????,13930229,76528.9
????,13930228,76987.5
????,13930227,76901.8
????,13930224,77610.2
????,13930222,77596.4
????,13930221,77734.2
????,13930220,77931
????,13930217,77752.4
????,13930216,77717.3
????,13930215,77763.8
????,13930214,77569.2
????,13930213,77939
????,13930210,78164.3
????,13930209,78151.3
????,13930208,78131.1
????,13930207,77923.6
????,13930206,77404.1
????,13930203,75980.5
????,13930202,75735.2
????,13930201,75035.3
????,13930131,74160
????,13930130,73637.8
????,13930127,74161.2
????,13930126,73847.6
????,13930125,73973.4
????,13930124,74920.7
????,13930123,76501.8
????,13930120,77423.9
????,13930119,77817.5
????,13930118,77418.6
????,13930117,77634.7
????,13930116,78547.7
????,13930111,78741.3
????,13930110,78469.2
????,13930109,78239.7
????,13930106,78619.4
????,13930105,79013.5
????,13921228,79015.4
????,13921227,78968.1
????,13921226,78430.8
????,13921225,77816.2
????,13921224,77191.3
????,13921221,76583.4
????,13921220,76582.7
????,13921219,77219.5
????,13921218,77515.6
????,13921217,78231
????,13921214,78447.2
????,13921213,78072.6
????,13921212,78518.8
????,13921211,79584.1
????,13921210,80105
????,13921207,79785.5
????,13921206,80087.4
????,13921205,80849.8
????,13921204,81281.6
????,13921203,81325
????,13921130,80986.5
????,13921129,80435.7
????,13921128,80603
????,13921127,79769.2
????,13921126,79153.1
????,13921123,79136.6
????,13921121,80240.3
????,13921120,80949.5
????,13921119,81066.8
????,13921116,82214.3
????,13921115,83170.6
????,13921114,83165
????,13921113,83606.5
????,13921112,84164.7
????,13921109,82797.7
????,13921108,81644.4
????,13921107,80861.4
????,13921106,81905.6
????,13921105,82670.3
????,13921102,82028.8
